iter	Passed	Remaining
402	3251	4816
403	3258	4807
404	3266	4799
405	3274	4790
406	3282	4781
407	3289	4773
408	3297	4764
409	3304	4755
410	3311	4746
411	3319	4737
412	3328	4730
413	3336	4722
414	3344	4714
415	3352	4705
416	3359	4697
417	3367	4688
418	3374	4679
419	3383	4672
420	3391	4664
421	3399	4656
422	3407	4648
423	3415	4640
424	3422	4630
425	3429	4621
426	3437	4612
427	3445	4604
428	3452	4595
429	3460	4586
430	3468	4578
431	3475	4570
432	3483	4561
433	3492	4554
434	3500	4546
435	3508	4538
436	3516	4530
437	3523	4520
438	3531	4512
439	3539	4504
440	3547	4497
441	3555	4489
442	3563	4480
443	3571	4472
444	3578	4463
445	3585	4454
446	3594	4446
447	3602	4438
448	3609	4429
449	3617	4420
450	3625	4413
451	3634	4406
452	3642	4397
453	3649	4389
454	3657	4380
455	3665	4372
456	3672	4363
457	3680	4355
458	3688	4347
459	3696	4339
460	3703	4330
461	3711	4321
462	3719	4313
463	3728	4306
464	3736	4298
465	3744	4290
466	3752	4282
467	3759	4273
468	3767	4265
469	3775	4257
470	3782	4248
471	3789	4239
472	3796	4230
473	3804	4221
474	3811	4212
475	3819	4204
476	3827	4196
477	3835	4188
478	3842	4179
479	3849	4170
480	3857	4161
481	3865	4153
482	3872	4145
483	3880	4137
484	3888	4129
485	3896	4120
486	3903	4112
487	3912	4104
488	3919	4095
489	3927	4087
490	3935	4079
491	3942	4070
492	3950	4062
493	3958	4054
494	3965	4045
495	3973	4037
496	3981	4029
497	3989	4021
498	3998	4014
499	4005	4005
500	4013	3997
501	4021	3989
502	4029	3981
503	4037	3972
504	4045	3965
505	4053	3957
506	4061	3949
507	4068	3940
508	4076	3932
509	4084	3924
510	4092	3916
511	4099	3907
512	4106	3898
513	4114	3890
514	4121	3881
515	4128	3872
516	4136	3864
517	4144	3856
518	4151	3847
519	4159	3839
520	4166	3831
521	4174	3822
522	4182	3814
523	4189	3806
524	4198	3798
525	4205	3789
526	4212	3781
527	4220	3772
528	4227	3764
529	4234	3755
530	4241	3746
531	4249	3737
532	4256	3729
533	4264	3721
534	4273	3713
535	4280	3705
536	4288	3697
537	4296	3689
538	4304	3681
539	4311	3672
540	4319	3664
541	4327	3656
542	4334	3647
543	4341	3639
544	4349	3631
545	4357	3622
546	4365	3615
547	4373	3607
548	4381	3599
549	4389	3591
550	4397	3583
551	4404	3574
552	4412	3566
553	4420	3559
554	4428	3551
555	4436	3542
556	4443	3534
557	4451	3526
558	4459	3517
559	4466	3509
560	4474	3501
561	4483	3494
562	4490	3485
563	4497	3477
564	4505	3468
565	4512	3460
566	4520	3452
567	4528	3444
568	4535	3435
569	4542	3426
570	4550	3418
571	4558	3410
572	4566	3402
573	4573	3394
574	4580	3385
575	4588	3377
576	4596	3369
577	4603	3361
578	4610	3352
579	4618	3344
580	4626	3336
581	4634	3328
582	4642	3320
583	4650	3312
584	4657	3304
585	4665	3296
586	4673	3288
587	4682	3280
588	4689	3272
589	4696	3263
590	4704	3255
591	4711	3247
592	4720	3239
593	4728	3231
594	4735	3223
595	4743	3215
596	4751	3207
597	4759	3199
598	4767	3191
599	4775	3183
600	4783	3175
601	4790	3166
602	4796	3158
603	4804	3149
604	4812	3141
605	4820	3134
606	4827	3125
607	4835	3117
608	4843	3109
609	4850	3101
610	4858	3093
611	4866	3085
612	4875	3077
613	4882	3069
614	4890	3061
615	4897	3052
616	4905	3044
617	4913	3036
618	4921	3029
619	4929	3021
620	4936	3012
621	4943	3004
622	4952	2996
623	4959	2988
624	4967	2980
625	4974	2972
626	4983	2964
627	4990	2956
628	4998	2948
629	5007	2940
630	5014	2932
631	5022	2924
632	5030	2916
633	5038	2908
634	5046	2901
635	5055	2893
636	5063	2885
637	5071	2877
638	5079	2869
639	5086	2861
640	5093	2852
641	5100	2844
642	5109	2836
643	5118	2829
644	5126	2821
645	5133	2813
646	5141	2805
647	5150	2797
648	5158	2789
649	5166	2782
650	5175	2774
651	5182	2766
652	5189	2757
653	5196	2749
654	5204	2741
655	5213	2733
656	5220	2725
657	5228	2717
658	5235	2709
659	5244	2701
660	5250	2693
661	5258	2685
662	5267	2677
663	5274	2669
664	5281	2660
665	5288	2652
666	5295	2643
667	5302	2635
668	5310	2627
669	5318	2619
670	5326	2611
671	5333	2603
672	5340	2594
673	5348	2586
674	5356	2579
675	5364	2571
676	5372	2563
677	5380	2555
678	5387	2546
679	5394	2538
680	5402	2530
681	5410	2522
682	5417	2514
683	5424	2506
684	5432	2497
685	5440	2490
686	5448	2482
687	5456	2474
688	5464	2466
689	5473	2459
690	5480	2450
691	5487	2442
692	5495	2434
693	5503	2426
694	5511	2418
695	5518	2410
696	5525	2402
697	5534	2394
698	5541	2386
699	5549	2378
700	5557	2370
701	5567	2363
702	5575	2355
703	5583	2347
704	5591	2339
705	5599	2331
706	5607	2323
707	5615	2315
708	5623	2307
709	5630	2299
710	5637	2291
711	5645	2283
712	5653	2275
713	5661	2267
714	5668	2259
715	5675	2251
716	5682	2243
717	5690	2234
718	5698	2226
719	5706	2219
720	5714	2211
721	5721	2202
722	5728	2194
723	5736	2186
724	5744	2179
725	5752	2170
726	5760	2163
727	5768	2155
728	5775	2147
729	5783	2138
730	5790	2130
731	5798	2123
732	5806	2115
733	5814	2107
734	5821	2099
735	5829	2091
736	5837	2083
737	5845	2075
738	5852	2066
739	5859	2058
740	5867	2050
741	5874	2042
742	5881	2034
743	5888	2026
744	5896	2018
745	5904	2010
746	5911	2002
747	5917	1993
748	5925	1985
749	5933	1977
750	5941	1969
751	5949	1962
752	5957	1954
753	5965	1946
754	5972	1938
755	5979	1929
756	5986	1921
757	5994	1913
758	6002	1905
759	6010	1897
760	6018	1890
761	6026	1882
762	6033	1874
763	6042	1866
764	6050	1858
765	6059	1850
766	6067	1843
767	6074	1835
768	6082	1827
769	6091	1819
770	6098	1811
771	6106	1803
772	6113	1795
773	6120	1787
774	6128	1779
775	6136	1771
776	6144	1763
777	6152	1755
778	6160	1747
779	6167	1739
780	6175	1731
781	6182	1723
782	6190	1715
783	6198	1707
784	6206	1699
785	6222	1694
786	6228	1685
787	6235	1677
788	6242	1669
789	6251	1661
790	6259	1653
791	6266	1645
792	6274	1637
793	6282	1629
794	6291	1622
795	6299	1614
796	6306	1606
797	6314	1598
798	6321	1590
799	6329	1582
800	6336	1574
801	6344	1566
802	6353	1558
803	6362	1550
804	6370	1543
805	6379	1535
806	6388	1527
807	6395	1519
808	6403	1511
809	6411	1503
810	6418	1495
811	6426	1487
812	6433	1479
813	6440	1471
814	6449	1463
815	6456	1455
816	6463	1447
817	6471	1439
818	6479	1431
819	6487	1424
820	6496	1416
821	6503	1408
822	6511	1400
823	6519	1392
824	6527	1384
825	6534	1376
826	6542	1368
827	6549	1360
828	6557	1352
829	6564	1344
830	6573	1336
831	6580	1328
832	6587	1320
833	6595	1312
834	6602	1304
835	6610	1296
836	6617	1288
837	6626	1280
838	6635	1273
839	6642	1265
840	6651	1257
841	6659	1249
842	6667	1241
843	6674	1233
844	6682	1225
845	6690	1217
846	6699	1210
847	6707	1202
848	6714	1194
849	6721	1186
850	6729	1178
851	6737	1170
852	6745	1162
853	6752	1154
854	6759	1146
855	6766	1138
856	6775	1130
857	6783	1122
858	6791	1114
859	6799	1106
860	6807	1098
861	6815	1091
862	6822	1083
863	6830	1075
864	6838	1067
865	6845	1059
866	6852	1051
867	6860	1043
868	6868	1035
869	6877	1027
870	6885	1019
871	6892	1011
872	6899	1003
873	6907	995
874	6915	987
875	6922	979
876	6930	971
877	6937	964
878	6946	956
879	6954	948
880	6963	940
881	6971	932
882	6978	924
883	6986	916
884	6995	908
885	7002	900
886	7010	893
887	7019	885
888	7026	877
889	7034	869
890	7042	861
891	7050	853
892	7058	845
893	7066	837
894	7073	829
895	7082	822
896	7090	814
897	7097	806
898	7104	798
899	7112	790
900	7119	782
901	7126	774
902	7134	766
903	7143	758
904	7149	750
905	7156	742
906	7164	734
907	7171	726
908	7180	718
909	7187	710
910	7195	702
911	7203	695
912	7210	687
913	7217	679
914	7226	671
915	7234	663
916	7242	655
917	7248	647
918	7255	639
919	7263	631
920	7272	623
921	7279	615
922	7286	607
923	7293	599
924	7300	591
925	7308	584
926	7316	576
927	7324	568
928	7332	560
929	7340	552
930	7347	544
931	7354	536
932	7361	528
933	7368	520
934	7375	512
935	7382	504
936	7390	496
937	7397	488
938	7405	481
939	7413	473
940	7420	465
941	7428	457
942	7437	449
943	7445	441
944	7453	433
945	7460	425
946	7468	417
947	7477	410
948	7484	402
949	7492	394
950	7500	386
951	7507	378
952	7514	370
953	7522	362
954	7530	354
955	7538	346
956	7546	339
957	7553	331
958	7561	323
959	7569	315
960	7577	307
961	7585	299
962	7593	291
963	7600	283
964	7607	275
965	7615	268
966	7623	260
967	7631	252
968	7639	244
969	7646	236
970	7655	228
971	7662	220
972	7670	212
973	7677	204
974	7685	197
975	7692	189
976	7699	181
977	7707	173
978	7715	165
979	7722	157
980	7730	149
981	7738	141
982	7746	133
983	7752	126
984	7760	118
985	7769	110
986	7776	102
987	7783	94
988	7791	86
989	7799	78
990	7807	70
991	7815	63
992	7823	55
993	7831	47
994	7839	39
995	7846	31
996	7854	23
997	7863	15
998	7870	7
999	7878	0
